workout,start,end,exercise,weight,bodyweight,assistingWeight,extraWeight,distanceKM,reps,calories,time,warmup,max,fail,checked,setComment,workoutComment,form,sleep,calories,stress
"Monday Morning: Shoulders, Chest, Triceps etc.",1768896286890,1768901126149,Machine Chest Fly,27.5,,,,,20,,,false,false,false,1768899800932,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768896286890,1768901126149,Lat Pulldown,27.5,,,,,18,,,false,false,false,1768900112382,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768896286890,1768901126149,Lat Pulldown,27.5,,,,,20,,,false,false,false,1768900112044,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768896286890,1768901126149,Lat Pulldown,27.5,,,,,20,,,false,false,false,1768900279615,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768896286890,1768901126149,Cable Close-Grip Seated Row,27.5,,,,,15,,,false,false,false,1768900439581,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768896286890,1768901126149,Cable Close-Grip Seated Row,27.5,,,,,12,,,false,false,false,1768900589789,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768896286890,1768901126149,Cable Close-Grip Seated Row,27.5,,,,,10,,,false,false,false,1768900748763,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768896286890,1768901126149,Tricep Pushdown With Bar,18.8,,,,,0,,,false,false,false,1768900358834,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768896286890,1768901126149,Tricep Pushdown With Bar,18.8,,,,,0,,,false,false,false,1768900358669,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768896286890,1768901126149,Tricep Pushdown With Bar,18.8,,,,,0,,,false,false,false,1768900358462,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768896286890,1768901126149,Overhead Cable Triceps Extension,8.8,,,,,0,,,false,false,false,1768900357293,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768896286890,1768901126149,Overhead Cable Triceps Extension,8.8,,,,,0,,,false,false,false,1768900357069,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768896286890,1768901126149,Machine Back Extension,85,,,,,15,,,false,false,false,1768900900589,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768896286890,1768901126149,Machine Back Extension,87.5,,,,,15,,,false,false,false,1768901068257,,,,,,
Pernas Básico,1768651571894,1768656007082,Standing Glute Kickback in Machine,20,,,,,15,,,true,false,false,1768652253807,,,,,,
Pernas Básico,1768651571894,1768656007082,Standing Glute Kickback in Machine,27.5,,,,,15,,,false,false,false,1768652388888,,,,,,
Pernas Básico,1768651571894,1768656007082,Standing Glute Kickback in Machine,27.5,,,,,12,,,false,false,false,1768652522253,,,,,,
Pernas Básico,1768651571894,1768656007082,Standing Glute Kickback in Machine,27.5,,,,,12,,,false,false,false,1768652667326,,,,,,
Pernas Básico,1768651571894,1768656007082,Landmine Hack Squat,0,,,,,10,,,false,false,false,1768652770832,,,,,,
Pernas Básico,1768651571894,1768656007082,Landmine Hack Squat,0,,,,,10,,,false,false,false,1768652889652,,,,,,
Pernas Básico,1768651571894,1768656007082,Landmine Hack Squat,0,,,,,10,,,false,false,false,1768653014006,,,,,,
Pernas Básico,1768651571894,1768656007082,Seated Leg Press,42.5,,,,,10,,,false,false,false,1768653177682,,,,,,
Pernas Básico,1768651571894,1768656007082,Seated Leg Press,42.5,,,,,10,,,false,false,false,1768653321422,,,,,,
Pernas Básico,1768651571894,1768656007082,Seated Leg Press,42.5,,,,,11,,,false,false,false,1768653507086,,,,,,
Pernas Básico,1768651571894,1768656007082,Hip Abduction Machine,95,,,,,10,,,false,false,false,1768653613806,,,,,,
Pernas Básico,1768651571894,1768656007082,Hip Abduction Machine,95,,,,,14,,,false,false,false,1768653767589,,,,,,
Pernas Básico,1768651571894,1768656007082,Hip Abduction Machine,80,,,,,19,,,false,false,false,1768653983448,,,,,,
Pernas Básico,1768651571894,1768656007082,Machine Back Extension,80,,,,,12,,,false,false,false,1768654193678,,,,,,
Pernas Básico,1768651571894,1768656007082,Machine Back Extension,80,,,,,12,,,false,false,false,1768654329908,,,,,,
Pernas Básico,1768651571894,1768656007082,Leg Extension,27.5,,,,,12,,,false,false,false,1768654510551,,,,,,
Pernas Básico,1768651571894,1768656007082,Leg Extension,27.5,,,,,10,,,false,false,false,1768654597116,,,,,,
Pernas Básico,1768651571894,1768656007082,Leg Extension,27.5,,,,,12,,,false,false,false,1768654827761,,,,,,
Pernas Básico,1768651571894,1768656007082,Seated Leg Curl,42.5,,,,,12,,,false,false,false,1768655293169,,,,,,
Pernas Básico,1768651571894,1768656007082,Seated Leg Curl,42.5,,,,,12,,,false,false,false,1768655374040,,,,,,
Pernas Básico,1768651571894,1768656007082,Seated Leg Curl,42.5,,,,,10,,,false,false,false,1768655499224,,,,,,
Pernas Básico,1768651571894,1768656007082,Seated Leg Curl,27.5,,,,,10,,,false,false,false,1768656003480,,,,,,
Pernas Básico,1768651571894,1768656007082,Seated Leg Curl,27.5,,,,,10,,,false,false,false,1768656003922,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Cross Trainer (Elliptical),,,,,0,,50,00:07:30,false,false,false,1768207322039,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Dumbbell Lateral Raise,5,,,,,18,,,false,false,false,1768207547272,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Dumbbell Lateral Raise,6,,,,,12,,,false,false,false,1768207631116,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Dumbbell Lateral Raise,6,,,,,11,,,false,false,false,1768207751277,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Seated Dumbbell Shoulder Press,8,,,,,8,,,false,false,false,1768207931897,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Seated Dumbbell Shoulder Press,8,,,,,8,,,false,false,false,1768208064685,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Seated Dumbbell Shoulder Press,8,,,,,8,,,false,false,false,1768208184867,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Seated Dumbbell Shoulder Press,8,,,,,8,,,false,false,false,1768208311720,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Machine Chest Fly,20,,,,,0,,,true,false,false,1768208468386,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Machine Chest Fly,27.5,,,,,0,,,true,false,false,1768208468759,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Dumbbell Chest Press,8,,,,,10,,,false,false,false,1768208474353,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Dumbbell Chest Press,8,,,,,12,,,false,false,false,1768208615861,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Machine Chest Fly,35,,,,,13,,,false,false,false,1768208831052,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Machine Chest Fly,35,,,,,12,,,false,false,false,1768209019212,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Machine Chest Fly,35,,,,,10,,,false,false,false,1768209230608,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Incline Dumbbell Press,12,,,,,8,,,false,false,false,1768209651384,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Incline Dumbbell Press,12,,,,,6,,,false,false,false,1768209651817,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Incline Dumbbell Press,10,,,,,8,,,false,false,false,1768209658144,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Incline Dumbbell Press,10,,,,,8,,,false,false,false,1768209867653,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Lat Pulldown,27.5,,,,,16,,,false,false,false,1768210048243,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Lat Pulldown,35,,,,,12,,,false,false,false,1768210186191,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Lat Pulldown,35,,,,,12,,,false,false,false,1768210381408,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Seated Machine Row,35,,,,,12,,,false,false,false,1768210581751,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Seated Machine Row,35,,,,,12,,,false,false,false,1768210755327,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Seated Machine Row,35,,,,,10,,,false,false,false,1768210947623,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Tricep Pushdown With Bar,18.8,,,,,14,,,false,false,false,1768211336718,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Tricep Pushdown With Bar,18.8,,,,,10,,,false,false,false,1768211337625,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Tricep Pushdown With Bar,18.8,,,,,10,,,false,false,false,1768211513658,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Overhead Cable Triceps Extension,8.8,,,,,15,,,false,false,false,1768211619560,,,,3,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1768206314672,1768211796633,Overhead Cable Triceps Extension,8.8,,,,,12,,,false,false,false,1768211783363,,,,3,,
Pernas Básico,1767993833079,1767997299264,Seated Leg Press,42.5,,,,,18,,,true,false,false,1767993928157,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Seated Leg Press,50,,,,,12,,,false,false,false,1767994085553,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Seated Leg Press,50,,,,,12,,,false,false,false,1767994198576,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Seated Leg Press,50,,,,,10,,,false,false,false,1767994326241,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Standing Glute Kickback in Machine,20,,,,,12,,,false,false,false,1767994490571,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Standing Glute Kickback in Machine,20,,,,,12,,,false,false,false,1767994594167,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Standing Glute Kickback in Machine,20,,,,,12,,,false,false,false,1767994719971,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Leg Extension,35,,,,,10,,,false,false,false,1767994853533,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Leg Extension,35,,,,,10,,,false,false,false,1767995009576,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Leg Extension,35,,,,,10,,,false,false,false,1767995100094,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Hip Adduction Machine,35,,,,,20,,,true,false,false,1767995219748,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Hip Adduction Machine,50,,,,,12,,,false,false,false,1767995344963,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Hip Adduction Machine,50,,,,,12,,,false,false,false,1767995445104,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Hip Adduction Machine,50,,,,,12,,,false,false,false,1767995565616,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Hip Abduction Machine,87.5,,,,,12,,,false,false,false,1767995746521,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Hip Abduction Machine,95,,,,,12,,,false,false,false,1767996003429,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Hip Abduction Machine,95,,,,,12,,,false,false,false,1767996003876,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Machine Back Extension,80,,,,,15,,,false,false,false,1767996129145,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Machine Back Extension,95,,,,,12,,,false,false,false,1767996515016,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Machine Back Extension,95,,,,,11,,,false,false,false,1767996520056,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Seated Leg Curl,20,,,,,20,,,true,false,false,1767996674606,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Seated Leg Curl,35,,,,,12,,,false,false,false,1767996925737,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Seated Leg Curl,35,,,,,12,,,false,false,false,1767996926453,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Seated Leg Curl,50,,,,,8,,,false,false,false,1767997057242,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Seated Leg Curl,50,,,,,8,,,false,false,false,1767997247050,,,,3,3,
Pernas Básico,1767993833079,1767997299264,Landmine Hack Squat,0,,,,,0,,,false,false,false,1767996526065,,,,3,3,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Cross Trainer (Elliptical),,,,,0,,65,00:07:30,false,false,false,1767600896799,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Dumbbell Lateral Raise,4,,,,,16,,,true,false,false,1767600897415,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Dumbbell Lateral Raise,5,,,,,12,,,false,false,false,1767600955305,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Dumbbell Lateral Raise,5,,,,,12,,,false,false,false,1767601080060,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Dumbbell Lateral Raise,5,,,,,10,,,false,false,false,1767601188563,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Seated Dumbbell Shoulder Press,8,,,,,10,,,false,false,false,1767601302881,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Seated Dumbbell Shoulder Press,8,,,,,10,,,false,false,false,1767601538023,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Seated Dumbbell Shoulder Press,8,,,,,9,,,false,false,false,1767601709605,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Machine Chest Fly,20,,,,,15,,,true,false,false,1767601878183,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Machine Chest Fly,27.5,,,,,15,,,true,false,false,1767602004052,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Cable Chest Press,7.5,,,,,10,,,false,false,false,1767602215555,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Cable Chest Press,7.5,,,,,12,,,false,false,false,1767602381319,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Cable Chest Press,7.5,,,,,8,,,false,false,false,1767602533553,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Cable Incline Chest Fly,2.5,,,,,15,,,false,false,false,1767602636621,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Cable Incline Chest Fly,2.5,,,,,12,,,false,false,false,1767602867939,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Cable Incline Chest Fly,2.5,,,,,12,,,false,false,false,1767603017804,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Lat Pulldown,27.5,,,,,13,,,false,false,false,1767603214376,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Lat Pulldown,27.5,,,,,12,,,false,false,false,1767603398729,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Lat Pulldown,27.5,,,,,15,,,false,false,false,1767603583104,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Cable Wide Grip Seated Row,0,,,,,15,,,true,false,false,1767603924879,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Cable Wide Grip Seated Row,10,,,,,12,,,false,false,false,1767603938475,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Cable Wide Grip Seated Row,10,,,,,14,,,false,false,false,1767604109663,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Tricep Pushdown With Bar,13.8,,,,,15,,,false,false,false,1767604316491,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Tricep Pushdown With Bar,13.8,,,,,12,,,false,false,false,1767604417738,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Tricep Pushdown With Bar,13.8,,,,,9,,,false,false,false,1767604519816,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Cable Curl With Bar,13.8,,,,,10,,,false,false,false,1767604589394,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Cable Curl With Bar,13.8,,,,,8,,,false,false,false,1767604726158,,,,,,
"Monday Morning: Shoulders, Chest, Triceps etc.",1767600866349,1767604840877,Cable Curl With Bar,13.8,,,,,8,,,false,false,false,1767604834442,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Machine Chest Fly,20,,,,,20,,,true,false,false,1760948061782,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Machine Chest Fly,35,,,,,12,,,true,false,false,1760948135578,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Cable External Shoulder Rotation,3.8,,,,,15,,,true,false,false,1760949240978,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Cable External Shoulder Rotation,3.8,,,,,10,,,true,false,false,1760949252097,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Cable Lateral Raise,3.8,,,,,11,,,false,false,false,1760949262410,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Cable Lateral Raise,3.8,,,,,15,,,false,false,false,1760949393999,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Cable Lateral Raise,4.4,,,,,8,,,false,false,false,1760949563109,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Dumbbell Shoulder Press,6,,,,,14,,,false,false,false,1760949714573,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Dumbbell Shoulder Press,6,,,,,19,,,false,false,false,1760949950976,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Dumbbell Shoulder Press,6,,,,,20,,,false,false,false,1760950209942,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Cable Incline Chest Fly,5,,,,,12,,,false,false,false,1760950481337,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Cable Incline Chest Fly,5,,,,,10,,,false,false,false,1760950647554,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Cable Incline Chest Fly,5,,,,,10,,,false,false,false,1760950794479,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Cable Incline Chest Fly,5,,,,,8,,,false,false,false,1760951001888,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Cable Incline Chest Fly,2.5,,,,,10,,,false,false,false,1760951001888,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Dumbbell Chest Press,12,,,,,12,,,true,false,false,1760951195385,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Dumbbell Chest Press,14,,,,,10,,,false,false,false,1760951382842,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Dumbbell Chest Press,16,,,,,8,,,false,false,false,1760951572131,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Dumbbell Chest Press,16,,,,,10,,,false,false,false,1760951843755,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Machine Chest Press,35,,,,,7,,,false,false,false,1760951978878,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Machine Chest Press,35,,,,,4,,,false,false,false,1760952166428,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Machine Chest Press,27,,,,,3,,,false,false,false,1760952166428,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Machine Chest Press,20,,,,,4,,,false,false,false,1760952166428,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Machine Chest Fly,35,,,,,10,,,false,false,false,1760952303653,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Machine Chest Fly,35,,,,,8,,,false,false,false,1760952406406,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Machine Chest Fly,35,,,,,8,,,false,false,false,1760952711492,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Machine Chest Fly,27,,,,,8,,,false,false,false,1760952711492,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Machine Chest Fly,20,,,,,7,,,false,false,false,1760952711492,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Tricep Pushdown With Bar,16.3,,,,,15,,,true,false,false,1760952892847,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Tricep Pushdown With Bar,21.3,,,,,12,,,false,false,false,1760953005916,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Tricep Pushdown With Bar,23.8,,,,,8,,,false,false,false,1760953134112,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Tricep Pushdown With Bar,23.8,,,,,7,,,false,false,false,1760953319362,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Overhead Cable Triceps Extension,8.8,,,,,8,,,false,false,false,1760953422205,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Overhead Cable Triceps Extension,8.8,,,,,8,,,false,false,false,1760953544427,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Overhead Cable Triceps Extension,8.8,,,,,8,,,false,false,false,1760953737358,,,,,,
"Monday Morning: Shoulders, Chest, Triceps",1760948043388,1760953900087,Overhead Cable Triceps Extension,8.8,,,,,7,,,false,false,false,1760953878767,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Straight Arm Lat Pulldown,10,,,,,15,,,true,false,false,1760689164737,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Straight Arm Lat Pulldown,12.5,,,,,12,,,false,false,false,1760689259585,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Straight Arm Lat Pulldown,12.5,,,,,12,,,false,false,false,1760689427261,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Straight Arm Lat Pulldown,12.5,,,,,12,,,false,false,false,1760689578711,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Cable Close-Grip Seated Row,20,,,,,13,,,false,false,false,1760689732476,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Cable Close-Grip Seated Row,27.5,,,,,12,,,false,false,false,1760689904923,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Cable Close-Grip Seated Row,27.5,,,,,15,,,false,false,false,1760690185503,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Machine Back Extension,95,,,,,10,,,false,false,false,1760689451132,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Machine Back Extension,105,,,,,10,,,false,false,false,1760690286527,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Machine Back Extension,105,,,,,10,,,false,false,false,1760690444054,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Lat Pulldown,35,,,,,16,,,false,false,false,1760690652909,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Lat Pulldown,42.5,,,,,12,,,false,false,false,1760690842258,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Lat Pulldown,42.5,,,,,12,,,false,false,false,1760691043990,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Cable Wide Grip Seated Row,20,,,,,12,,,true,false,false,1760692913682,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Cable Wide Grip Seated Row,20,,,,,15,,,false,false,false,1760693006207,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Cable Wide Grip Seated Row,30,,,,,10,,,false,false,false,1760693148619,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Cable Wide Grip Seated Row,30,,,,,12,,,false,false,false,1760693346381,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Dumbbell Shrug,12,,,,,12,,,false,false,false,1760693678867,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Dumbbell Shrug,12,,,,,15,,,false,false,false,1760693816421,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Dumbbell Shrug,12,,,,,15,,,false,false,false,1760693997032,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Barbell Curl,15,,,,,15,,,false,false,false,1760694247197,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Barbell Curl,20,,,,,8,,,false,false,false,1760694251381,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Barbell Curl,20,,,,,10,,,false,false,false,1760694449438,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Dumbbell Preacher Curl,7,,,,,7,,,false,false,false,1760694590097,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Dumbbell Preacher Curl,7,,,,,7,,,false,false,false,1760694743998,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Dumbbell Preacher Curl,7,,,,,7,,,false,false,false,1760694967563,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Incline Dumbbell Curl,5,,,,,15,,,false,false,false,1760695098706,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Incline Dumbbell Curl,5,,,,,11,,,false,false,false,1760695201840,,,,,,
"Wednesday Morning: Shoulders, Back, Chest etc.",1760688982368,1760695316267,Incline Dumbbell Curl,5,,,,,10,,,false,false,false,1760695313320,,,,,,
Pernas Básico,1760429439041,1760434600232,Seated Leg Curl,20,,,,,20,,,true,false,false,1760429559248,,,,,,
Pernas Básico,1760429439041,1760434600232,Seated Leg Curl,35,,,,,12,,,false,false,false,1760429712619,,,,,,
Pernas Básico,1760429439041,1760434600232,Seated Leg Curl,42.5,,,,,8,,,false,false,false,1760429821607,,,,,,
